Well_Name,Program,Expedition,Site,Hole,Oceanic_Region,Longitude,Latitude,Spud_Date,Completion_Date,Water_Depth_(m),Number_of_Cores,Total_Penetration_(mbsf),Interval_Cored_(m),Core_Recovered_(m),%_Recovered,Reported_Age_of_Oldest_Sediment_Recovered,Oldest_Sediment_Lithology,Oldest_Sediment_Subbottom_Depth,EGI_Synthesized,Well_Logging,Data_Source,depth_age_model_page_from_data_source,Lithology,Paleowater_depth,Depth_Age_model,fossil_zones
DSDP 44-390,DSDP,44,390,*,North Atlantic Ocean,-76.1123,30.1423,"Aug 28, 1975","Aug 29, 1975",2665,10,206,82.5,N/A,32.90909091,Barremian,white limestone,206,,,http://www.deepseadrilling.org/44/volume/dsdp44_04.pdf,36,1,0,1,1
DSDP 44-390A,DSDP,44,390,A,North Atlantic Ocean,-76.1123,30.1423,"Aug 28, 1975","Aug 29, 1975",2665,14,142.5,133,N/A,64.91729323,Lower Maestrichtian,nannofossil ooze and marly nannofossil ooze,142.5,,,http://www.deepseadrilling.org/44/volume/dsdp44_04.pdf,36,1,0,1,1
DSDP 44-392,DSDP,44,392,*,North Atlantic Ocean,-76.178,29.9105,"Sep 23, 1975","Sep 28, 1975",2601,2,59,11.5,N/A,27.82608696,Neocomian,recrystallized skeletal limestone,349,,,http://www.deepseadrilling.org/44/volume/dsdp44_06.pdf,19,1,0,1,1
DSDP 44-392A,DSDP,44,392,A,North Atlantic Ocean,-76.178,29.9105,"Sep 23, 1975","Sep 28, 1975",2601,33,345,269.3,N/A,9.59896027,Neocomian,recrystallized skeletal limestone,349,,,http://www.deepseadrilling.org/44/volume/dsdp44_06.pdf,19,1,0,1,1
DSDP 47-397,DSDP,47,397,*,North Atlantic Ocean,-15.18,26.845,"Mar 21, 1976","Mar 29, 1976",2900,104,1000,981,N/A,59.83486239,Early Miocene,pebbly muddy sandstone,1000,,,http://www.deepseadrilling.org/47_1/volume/dsdp47pt1_02.pdf,49,1,0,1,1
DSDP 47-397A,DSDP,47,397,A,North Atlantic Ocean,-15.18,26.845,"Mar 26, 1976","Apr 7, 1976",2900,52,1453,723.5,N/A,33.50656531,Late Hauterivian,quartzose mudstone with siderite layers,1453,,,http://www.deepseadrilling.org/47_1/volume/dsdp47pt1_02.pdf,49,1,0,1,1
DSDP 47-398,DSDP,47,398,*,North Atlantic Ocean,-10.7183,40.96,"Apr 13, 1976","May 9, 1976",3910,4,126.5,35,N/A,63.08571429,Upper Miocene to Pleistocene,marly nannofossil ooze,126.5,,,http://www.deepseadrilling.org/47_2/volume/dsdp47pt2_02.pdf,49,1,0,1,1
DSDP 47-398A,DSDP,47,398,A,North Atlantic Ocean,-10.7183,40.96,"Apr 13, 1976","May 9, 1976",3910,2,210.5,19,N/A,90.73684211,Upper Miocene to Pleistocene,marly nannofossil ooze,210.5,,,http://www.deepseadrilling.org/47_2/volume/dsdp47pt2_02.pdf,49,1,0,1,1
DSDP 47-398B,DSDP,47,398,B,North Atlantic Ocean,-10.7183,40.96,"Apr 13, 1976","May 9, 1976",3910,1,239,9.5,N/A,86.94736842,Upper Miocene to Pleistocene,marly nannofossil ooze,239,,,http://www.deepseadrilling.org/47_2/volume/dsdp47pt2_02.pdf,49,1,0,1,1
DSDP 47-398C,DSDP,47,398,C,North Atlantic Ocean,-10.7183,40.96,"Apr 13, 1976","May 9, 1976",3910,1,79,79,N/A,0.94936709,Upper Miocene to Pleistocene,marly nannofossil ooze,79,,,http://www.deepseadrilling.org/47_2/volume/dsdp47pt2_02.pdf,49,1,0,1,1
DSDP 47-398D,DSDP,47,398,D,North Atlantic Ocean,-10.7183,40.96,"Apr 13, 1976","May 9, 1976",3910,138,1740,1297.5,N/A,71.57379576,Early Cretaceous (Haueterivian),Limestone,1740,,,http://www.deepseadrilling.org/47_2/volume/dsdp47pt2_02.pdf,49,1,0,1,1
DSDP 48-399,DSDP,48,399,*,North Atlantic Ocean,-9.2217,47.39,"May 23, 1976","May 24, 1976",4399,2,72.5,17.5,N/A,67.14285714,Pleistocene,marly calcareous ooze,72.5,,,http://www.deepseadrilling.org/48/volume/dsdp48_02.pdf,,1,0,0,1
DSDP 48-400,DSDP,48,400,*,North Atlantic Ocean,-9.1983,47.3817,"May 24, 1976","Jun 6, 1976",4399,1,9,9,N/A,102.5555556,late Aptian (Gargasian),carbonaceous mudstone and limestone,768.5,,,http://www.deepseadrilling.org/48/volume/dsdp48_02.pdf,,1,0,0,1
DSDP 48-400A,DSDP,48,400,A,North Atlantic Ocean,-9.1983,47.3817,"May 24, 1976","Jun 6, 1976",4399,75,777.5,702,N/A,47.57264957,late Aptian (Gargasian),carbonaceous mudstone and limestone,768.5,,,http://www.deepseadrilling.org/48/volume/dsdp48_02.pdf,,1,0,0,1
DSDP 48-401,DSDP,48,401,*,North Atlantic Ocean,-8.8103,47.4275,"Jun 6, 1976","Jun 10, 1976",2495,28,341,266,N/A,38.7518797,late Jurassic (Kimmeridgian-Portlandian),coralline calcarenites,341,,,http://www.deepseadrilling.org/48/volume/dsdp48_02.pdf,,1,0,0,1
DSDP 48-402,DSDP,48,402,*,North Atlantic Ocean,-8.8407,47.8747,"Jun 10, 1976","Jun 16, 1976",2339.5,5,137,42,N/A,28.57142857,early Aptian to late Barremian,calcareous mudstone,469.5,https://explorer.icordsgeo.org/download/projects/files/iodpattachments/iodp/file/egiSynthesis/wellhtm/site_013.htm,,http://www.deepseadrilling.org/48/volume/dsdp48_02.pdf,,1,0,0,1
DSDP 48-402A,DSDP,48,402,A,North Atlantic Ocean,-8.8407,47.8747,"Jun 10, 1976","Jun 16, 1976",2339.5,36,469.5,332,N/A,50.33433735,late Aptian,"limesone, marly limestone",469.5,,,http://www.deepseadrilling.org/48/volume/dsdp48_02.pdf,,1,0,0,1
DSDP 50-416,DSDP,50,416,*,North Atlantic Ocean,-10.801,32.8363,"Sep 29, 1976","Sep 30, 1976",4191,3,116,11.5,N/A,10.86956522,late Pliocene,foraminifer-nannofossil marl and ooze,20,,,http://www.deepseadrilling.org/50/volume/dsdp50_04.pdf,51,1,0,1,1
DSDP 50-416A,DSDP,50,416,A,North Atlantic Ocean,-10.801,32.8363,"Sep 30, 1976","Nov 8, 1976",4191,67,1624,622.1,N/A,47.54380325,Kimmeridgian (early Tithonian),"sandstone, calcarenite, and mudstone",1624,,,http://www.deepseadrilling.org/50/volume/dsdp50_04.pdf,51,1,0,1,1
DSDP 71-511,DSDP,71,511,*,South Atlantic Ocean,-46.9717,-51.0047,"Jan 15, 1980","Jan 21, 1980",2589,70,632,626,N/A,61.41054313,late Jurassic,"Black mudstone and nannofossil mudstone (black shales), rich in organic matter",632,,,http://www.deepseadrilling.org/71/volume/dsdp71pt1_02.pdf,12,1,0,1,1
DSDP 75-531,DSDP,75,531,*,South Atlantic Ocean,9.5885,-19.6407,"Aug 19, 1980","Aug 19, 1980",1267,1,1,1,N/A,2,Holocene,Nannofossil-foraminiferal ooze,128.5,,,http://www.deepseadrilling.org/75/volume/dsdp75_03.pdf,,1,0,0,0
DSDP 75-531A,DSDP,75,531,A,South Atlantic Ocean,9.5912,-19.64,"Aug 19, 1980","Aug 19, 1980",1267,1,1,1,N/A,27,unknown,"Calcarenite, with calcareous algae",1280,,,http://www.deepseadrilling.org/75/volume/dsdp75_03.pdf,,1,0,0,0
DSDP 75-532,DSDP,75,532,*,South Atlantic Ocean,10.5188,-19.7435,"Aug 20, 1980","Aug 21, 1980",1331,61,250.8,250.8,N/A,92.50797448,early Pliocene,nannofossil marl,246.8,,,http://www.deepseadrilling.org/75/volume/dsdp75_04.pdf,,1,0,0,1
DSDP 75-532A,DSDP,75,532,A,South Atlantic Ocean,10.5188,-19.744,"Aug 21, 1980","Aug 23, 1980",1331,47,199.6,199.6,N/A,80.66633267,early Pliocene,nannofossil marl,199.6,,,http://www.deepseadrilling.org/75/volume/dsdp75_04.pdf,,1,0,0,1
DSDP 75-532B,DSDP,75,532,B,South Atlantic Ocean,10.5188,-19.7443,"Aug 23, 1980","Aug 25, 1980",1331,74,291.3,288.3,N/A,91.87998613,late Miocene,nannofossil marl,291.3,,,http://www.deepseadrilling.org/75/volume/dsdp75_04.pdf,,1,0,0,1
DSDP 77-536,DSDP,77,536,*,Gulf of Mexico,-85.2097,23.4898,"Jan 9, 1981","Jan 11, 1981",2790,23,213,213,N/A,30.6713615,unknown,dolomite,213,,,http://www.deepseadrilling.org/77/volume/dsdp77_03.pdf,,1,0,0,1
DSDP 77-537,DSDP,77,537,*,Gulf of Mexico,-85.4603,23.9335,"Jan 11, 1981","Jan 13, 1981",3123,19,225,153.5,N/A,16.43648208,Early Cretaceous,Coarse-grained arkose,187.5,,,http://www.deepseadrilling.org/77/volume/dsdp77_04.pdf,,1,0,0,1
DSDP 77-538,DSDP,77,538,*,Gulf of Mexico,-85.171,23.8497,"Jan 14, 1981","Jan 14, 1981",2820,1,6,6,N/A,85.83333333,late Oligocene,nannofossil ooze,5.15,,,http://www.deepseadrilling.org/77/volume/dsdp77_05.pdf,,1,0,0,1
DSDP 77-538A,DSDP,77,538,A,Gulf of Mexico,-85.1655,23.8492,"Jan 14, 1981","Jan 14, 1981",2742,36,332.5,332.5,N/A,41.38345865,Early Cretaceous (Berriasian-Valanginian),Limestone,268.5,,,http://www.deepseadrilling.org/77/volume/dsdp77_05.pdf,,1,0,0,1
DSDP 79-544,DSDP,79,544,*,North Atlantic Ocean,-9.405,33.7667,"Apr 17, 1981","Apr 19, 1981",3607,1,6,6,N/A,83.66666667,late Pleistocene,Pelagic nannofossil ooze,3681,,,http://www.deepseadrilling.org/79/volume/dsdp79_02.pdf,,1,0,0,1
DSDP 79-544A,DSDP,79,544,A,North Atlantic Ocean,-9.405,33.7667,"Apr 19, 1981","Apr 21, 1981",3581,28,235,235,N/A,35.45106383,late Triassic-Early Jurassic,Grayish red sandy mud,139.3,,,http://www.deepseadrilling.org/79/volume/dsdp79_02.pdf,16,1,0,1,1
DSDP 79-544B,DSDP,79,544,B,North Atlantic Ocean,-9.405,33.7667,"Apr 21, 1981","Apr 23, 1981",3581,12,39.3,39.3,N/A,93.58778626,late Miocene,Pelagic foraminiferal-nannofossil ooze,39.3,,,http://www.deepseadrilling.org/79/volume/dsdp79_02.pdf,,1,0,0,1
DSDP 79-545,DSDP,79,545,*,North Atlantic Ocean,-9.3647,33.6643,"Apr 23, 1981","May 1, 1981",3142,75,701,701,N/A,50.24821683,late Aptian,muddy nannofossil ooze,522.7,,,http://www.deepseadrilling.org/79/volume/dsdp79_03.pdf,21,1,0,1,1
DSDP 79-546,DSDP,79,546,*,North Atlantic Ocean,-9.5643,33.7785,"May 1, 1981","May 3, 1981",3958,21,192,192,N/A,61.671875,Rhaetian-Sinemurian,Halite,155.5,,,http://www.deepseadrilling.org/79/volume/dsdp79_04.pdf,14,1,0,1,1
DSDP 79-546A,DSDP,79,546,A,North Atlantic Ocean,-9.5633,33.7787,"May 3, 1981","May 3, 1981",3958,N/A,N/A,N/A,N/A,N/A,NA,,N/A,,,http://www.deepseadrilling.org/79/volume/dsdp79_04.pdf,,0,0,0,0
DSDP 79-547,DSDP,79,547,*,North Atlantic Ocean,-9.3497,33.7807,"May 3, 1981","May 4, 1981",3938,2,3.5,3.5,N/A,101.4285714,late Pleistocene,nannofossil ooze,3.5,,,http://www.deepseadrilling.org/79/volume/dsdp79_05.pdf,29-31,1,0,1,1
DSDP 79-547A,DSDP,79,547,A,North Atlantic Ocean,-9.3497,33.7807,"May 4, 1981","May 10, 1981",3938,75,744.5,674.5,N/A,49.20681987,Albian,claystone and calcareous claystone,583,,,http://www.deepseadrilling.org/79/volume/dsdp79_05.pdf,29-32,1,0,1,1
DSDP 79-547B,DSDP,79,547,B,North Atlantic Ocean,-9.3497,33.7807,"May 10, 1981","May 22, 1981",3938,41,1030,305.5,N/A,53.05400982,Rhaetian-Hettangian,sandy mudstone,932.5,,,http://www.deepseadrilling.org/79/volume/dsdp79_05.pdf,29-33,1,0,1,1
DSDP 80-548,DSDP,80,548,*,North Atlantic Ocean,-12.164,48.9158,"Jun 9, 1981","Jun 11, 1981",1251,35,211,211,N/A,99.63981043,late Miocene,nannofossil oozes and chalks and silty mudstones,211,,,http://www.deepseadrilling.org/80/volume/dsdp80pt1_03.pdf,19,1,0,1,1
DSDP 80-548A,DSDP,80,548,A,North Atlantic Ocean,-12.1645,48.9155,"Jun 12, 1981","Jun 14, 1981",1251,39,551.5,343.7,N/A,72.32470177,late Devonian,Arkosic sandstones and black shales,551.5,,,http://www.deepseadrilling.org/80/volume/dsdp80pt1_03.pdf,19,1,0,1,1
DSDP 90-587,DSDP,90,587,*,Coral Sea,161.333,-21.1847,"Dec 9, 1982","Dec 5, 1982",1101,17,147,147,N/A,60.54421769,late Miocene,Calcareous sandstone,147,,,http://www.deepseadrilling.org/90/volume/dsdp90pt1_03.pdf,10,1,0,1,1
DSDP 90-588,DSDP,90,588,*,Coral Sea,161.227,-26.1117,"Dec 6, 1982","Dec 8, 1982",1533,26,236,236,N/A,93.54237288,middle Miocene,Foraminifer-nannofossil ooze,236,,,http://www.deepseadrilling.org/90/volume/dsdp90pt1_04.pdf,22,1,0,1,1
DSDP 90-588A,DSDP,90,588,A,Coral Sea,161.227,-26.1117,"Dec 8, 1982","Dec 8, 1982",1533,18,344.4,103.8,N/A,81.1849711,early Miocene,Foraminifer-nannofossil ooze,344.4,,,http://www.deepseadrilling.org/90/volume/dsdp90pt1_04.pdf,22,1,0,1,1
DSDP 90-588B,DSDP,90,588,B,Coral Sea,161.227,-26.1117,"Dec 8, 1982","Dec 10, 1982",1533,31,277.4,277.2,N/A,92.14646465,middle Miocene,Foraminifer-nannofossil ooze,277.4,,,http://www.deepseadrilling.org/90/volume/dsdp90pt1_04.pdf,23,1,0,1,1
DSDP 90-588C,DSDP,90,588,C,Coral Sea,161.227,-26.1117,"Dec 10, 1982","Dec 11, 1982",1533,20,488.1,182.4,N/A,78.56907895,middle Miocene,Siliceous foraminifer-bearing nannofossil chalk and foraminifer-bearing chert,488.1,,,http://www.deepseadrilling.org/90/volume/dsdp90pt1_04.pdf,23,1,0,1,1
DSDP 90-589,DSDP,90,589,*,South Pacific Ocean,163.64,-30.712,"Dec 12, 1982","Dec 13, 1982",1391,4,36.1,36.1,N/A,97.06371191,Quaternary,Foraminifer-nannofossil ooze,36.1,,,http://www.deepseadrilling.org/90/volume/dsdp90pt1_05.pdf,,1,0,0,1
DSDP 90-590,DSDP,90,590,*,South Pacific Ocean,163.358,-31.167,"Dec 15, 1982","Dec 15, 1982",1299,3,26.2,26.2,N/A,100.610687,early Quaternary,Foraminifer-nannofossil ooze,26.2,,,http://www.deepseadrilling.org/90/volume/dsdp90pt1_06.pdf,19,1,0,1,1
DSDP 90-590A,DSDP,90,590,A,South Pacific Ocean,163.358,-31.167,"Dec 15, 1982","Dec 17, 1982",1299,27,280.8,254.6,N/A,88.40926944,middle late Miocene,Nannofossil ooze,280.8,,,http://www.deepseadrilling.org/90/volume/dsdp90pt1_06.pdf,19,1,0,1,1
DSDP 90-590B,DSDP,90,590,B,South Pacific Ocean,163.358,-31.167,"Dec 17, 1982","Dec 19, 1982",1299,53,499.1,499.1,N/A,93.09557203,earliest Miocene,Recrystallized nannofossil chalk,499.1,,,http://www.deepseadrilling.org/90/volume/dsdp90pt1_06.pdf,20,1,0,1,1
DSDP 90-591,DSDP,90,591,*,South Pacific Ocean,164.449,-31.5843,"Dec 19, 1982","Dec 20, 1982",2131,31,283.1,283.1,N/A,97.74284705,early late Miocene,Nannofossil ooze,283.1,,,http://www.deepseadrilling.org/90/volume/dsdp90pt1_07.pdf,20,1,0,1,1
DSDP 90-591A,DSDP,90,591,A,South Pacific Ocean,164.449,-31.5843,"Dec 20, 1982","Dec 22, 1982",2131,30,284.6,284.6,N/A,83.04638089,early late Miocene,Nannofossil ooze,284.6,,,http://www.deepseadrilling.org/90/volume/dsdp90pt1_07.pdf,,1,0,0,1
DSDP 90-591B,DSDP,90,591,B,South Pacific Ocean,164.449,-31.5843,"Dec 23, 1982","Dec 24, 1982",2131,25,500.4,229.8,N/A,56.94952132,latest early Miocene,Foraminifer-bearing nannofossil chalk,500.4,,,http://www.deepseadrilling.org/90/volume/dsdp90pt1_07.pdf,20,1,0,1,1
DSDP 90-592,DSDP,90,592,*,Tasman Sea,165.442,-36.4733,"Dec 25, 1982","Dec 27, 1982",1088,41,388.5,388.5,N/A,88.22908623,middle late Eocene,Nannofossil chalk,388.5,,,http://www.deepseadrilling.org/90/volume/dsdp90pt1_08.pdf,17,1,0,1,1
DSDP 93-604,DSDP,93,604,*,North Atlantic Ocean,-72.5492,38.7132,"Jun 8, 1983","Jun 10, 1983",2361,31,294.5,294.5,N/A,40.26485569,late Miocene,silty claystone and conglomerates,266.5,,,http://www.deepseadrilling.org/93/volume/dsdp93_03.pdf,32,1,0,1,1
DSDP 93-604A,DSDP,93,604,A,North Atlantic Ocean,-72.5607,38.718,"Jun 10, 1983","Jun 10, 1983",2328,5,284.4,34.8,N/A,23.73563218,NA,,N/A,,,http://www.deepseadrilling.org/93/volume/dsdp93_03.pdf,,1,0,0,1
DSDP 93-605,DSDP,93,605,*,North Atlantic Ocean,-72.6092,38.7422,"Jun 11, 1983","Jun 16, 1983",2194,71,816.7,662.4,N/A,81.70138889,Maestrichtian,foraminifer-nannofossil limestone,788.5,,,http://www.deepseadrilling.org/93/volume/dsdp93_03.pdf,,1,0,0,1
DSDP 94-610,DSDP,94,610,*,North Atlantic Ocean,-18.8868,53.2215,"Jul 28, 1983","Jul 31, 1983",2417,29,723,259.2,N/A,68.94675926,late early Miocene,nannofossil chalk,723,,,http://www.deepseadrilling.org/94/volume/dsdp94pt1_06.pdf,24,1,0,1,1
DSDP 94-610A,DSDP,94,610,A,North Atlantic Ocean,-18.8868,53.2215,"Jul 31, 1983","Aug 1, 1983",2417,21,201,201,N/A,95.2238806,early Pliocene,nannofossil ooze,201,,,http://www.deepseadrilling.org/94/volume/dsdp94pt1_06.pdf,24,1,0,1,1
DSDP 94-610B,DSDP,94,610,B,North Atlantic Ocean,-18.8868,53.2215,"Aug 1, 1983","Aug 2, 1983",2417,16,146.8,146.8,N/A,92.85422343,early Pliocene,nannofossil ooze,146.8,,,http://www.deepseadrilling.org/94/volume/dsdp94pt1_06.pdf,24,1,0,1,1
DSDP 94-610C,DSDP,94,610,C,North Atlantic Ocean,-18.8868,53.2215,"Aug 2, 1983","Aug 3, 1983",2417,9,118.2,48.4,N/A,90.7231405,late Pliocene,marly nannofossil ooze,118.2,,,http://www.deepseadrilling.org/94/volume/dsdp94pt1_06.pdf,24,1,0,1,1
DSDP 94-610D,DSDP,94,610,D,North Atlantic Ocean,-18.8948,53.2245,"Aug 3, 1983","Aug 3, 1983",2445,9,336.8,66,N/A,82.06060606,late Miocene,nannofossil chalk,336.8,,,http://www.deepseadrilling.org/94/volume/dsdp94pt1_06.pdf,24,1,0,1,1
DSDP 94-610E,DSDP,94,610,E,North Atlantic Ocean,-18.8948,53.2245,"Aug 3, 1983","Aug 4, 1983",2445,8,327.2,67.2,N/A,79.33035714,late Miocene,white nannofossil chalk,327.2,,,http://www.deepseadrilling.org/94/volume/dsdp94pt1_06.pdf,24,1,0,1,1
DSDP 95-603D,DSDP,95,603,D,North Atlantic Ocean,-70.0235,38.4998,"Aug 17, 1983","Aug 24, 1983",N/A,1,208.6,9.6,N/A,98.64583333,NA,,N/A,,,http://www.deepseadrilling.org/95/volume/dsdp95_03.pdf,,0,0,0,0
DSDP 95-612,DSDP,95,612,*,North Atlantic Ocean,-72.7738,38.8202,"Aug 25, 1983","Aug 31, 1983",1386,72,675.3,674.7,N/A,85.92115014,late Campanian,"Black, glauconitic, foraminiferal, marly shale",675.3,,,http://www.deepseadrilling.org/95/volume/dsdp95_03.pdf,"24, 25, 26, 27",1,0,1,1
DSDP 95-613,DSDP,95,613,*,North Atlantic Ocean,-72.5238,38.771,"Sep 17, 1983","Sep 22, 1983",2309,52,581.9,455.3,N/A,82.45552383,early Eocene,Nannofossil porcellanite and porcellaneous limestone,581.9,,,http://www.deepseadrilling.org/95/volume/dsdp95_04.pdf,"17, 18, 19",1,0,1,1
DSDP 96-614,DSDP,96,614,*,Gulf of Mexico,-86.1368,25.068,"Oct 1, 1983","Oct 2, 1983",3310,5,37,37,N/A,100.1891892,Pleistocene,Sand,37,,,http://www.deepseadrilling.org/96/volume/dsdp96_12.pdf,6,1,0,1,1
DSDP 96-614A,DSDP,96,614,A,Gulf of Mexico,-86.1368,25.068,"Oct 2, 1983","Oct 4, 1983",3310,13,150.3,113.3,N/A,49.72639011,Pleistocene,Clay,150.3,,,http://www.deepseadrilling.org/96/volume/dsdp96_12.pdf,6,1,0,1,1
DSDP 96-615,DSDP,96,615,*,Gulf of Mexico,-85.9922,25.2223,"Oct 4, 1983","Oct 9, 1983",3268,52,523.2,419.3,N/A,41.86262819,Pleistocene,Clay with silt,523.2,,,http://www.deepseadrilling.org/96/volume/dsdp96_11.pdf,9,1,0,1,1
DSDP 96-615A,DSDP,96,615,A,Gulf of Mexico,-85.9925,25.2225,"Oct 9, 1983","Oct 10, 1983",3268,17,208.5,74.5,N/A,69.85234899,Pleistocene,Mud with silt and sandy silt,208.5,,,http://www.deepseadrilling.org/96/volume/dsdp96_11.pdf,9,1,0,1,1
DSDP 96-616,DSDP,96,616,*,Gulf of Mexico,-86.8805,26.8112,"Oct 11, 1983","Oct 14, 1983",2983,38,371,259.9,N/A,55.17891497,Pleistocene,Clay,371,,,http://www.deepseadrilling.org/96/volume/dsdp96_14.pdf,7,1,0,1,1
DSDP 96-616A,DSDP,96,616,A,Gulf of Mexico,-86.881,26.8108,"Oct 14, 1983","Oct 15, 1983",2983,6,132.4,38.4,N/A,63.046875,Pleistocene,Clay,123.4,,,http://www.deepseadrilling.org/96/volume/dsdp96_14.pdf,7,1,0,1,1
DSDP 96-616B,DSDP,96,616,B,Gulf of Mexico,-86.8808,26.811,"Oct 15, 1983","Oct 16, 1983",2983,33,204.3,143.2,N/A,79.4273743,Pleistocene,Clay,204.3,,,http://www.deepseadrilling.org/96/volume/dsdp96_14.pdf,7,1,0,1,1
DSDP 96-618,DSDP,96,618,*,Gulf of Mexico,-91.2622,27.0113,"Oct 19, 1983","Oct 21, 1983",2412.4,14,92.5,78,N/A,88.15384615,Pleistocene,Gassy clay,92.5,,,http://www.deepseadrilling.org/96/volume/dsdp96_17.pdf,6,1,0,1,1
DSDP 96-618A,DSDP,96,618,A,Gulf of Mexico,-91.2622,27.0113,"Oct 21, 1983","Oct 21, 1983",2412.4,5,47.6,28.8,N/A,67.39583333,Pleistocene,Gassy clay,47.6,,,http://www.deepseadrilling.org/96/volume/dsdp96_17.pdf,6,1,0,1,1
DSDP 96-619,DSDP,96,619,*,Gulf of Mexico,-91.409,27.1935,"Oct 21, 1983","Oct 22, 1983",2259,38,208.7,134.4,N/A,83.24404762,Pleistocene,Clay,208.7,,,http://www.deepseadrilling.org/96/volume/dsdp96_16.pdf,7,1,0,1,1
DSDP 96-619A,DSDP,96,619,A,Gulf of Mexico,-91.409,27.1935,"Oct 22, 1983","Oct 23, 1983",2259,1,5.3,5.3,N/A,104.5283019,NA,,N/A,,,http://www.deepseadrilling.org/96/volume/dsdp96_16.pdf,7,1,0,1,1
DSDP 96-623,DSDP,96,623,*,Gulf of Mexico,-86.2307,25.7682,"Nov 1, 1983","Nov 2, 1983",3177,21,191.2,110.2,N/A,80.8892922,Pleistocene,Clay/Silt,202.2,,,http://www.deepseadrilling.org/96/volume/dsdp96_09.pdf,5,1,0,1,1
DSDP 96-624,DSDP,96,624,*,Gulf of Mexico,-86.2772,25.754,"Nov 3, 1983","Nov 4, 1983",3183,23,199.9,109.8,N/A,68.57923497,Pleistocene,Clay and mud,199.9,,,http://www.deepseadrilling.org/96/volume/dsdp96_10.pdf,6,1,0,1,1
DSDP 96-624A,DSDP,96,624,A,Gulf of Mexico,-86.2772,25.754,"Nov 5, 1983","Nov 6, 1983",3183,23,197.1,103.7,N/A,83.49083896,Pleistocene,sand and clay,197.1,,,http://www.deepseadrilling.org/96/volume/dsdp96_10.pdf,6,1,0,1,1
IODP 307-U1316A,IODP,307,U1316,A,North Atlantic Ocean,-11.7301,51.3759,"Apr 25, 2005","May 30, 2005",948.4,21,134,134,117.27,87.51492537,early to middle Miocene,clayey to sandy silt,132.5,,,http://publications.iodp.org/preliminary_report/307/307PR.PDF,,1,0,0,0
IODP 307-U1316B,IODP,307,U1316,B,North Atlantic Ocean,-11.7302,51.376,"Apr 25, 2005","May 30, 2005",948.1,8,59.5,59.5,61.53,103.4117647,early to middle Miocene,lithified clayey and sandy silts,59.5,,,http://publications.iodp.org/preliminary_report/307/307PR.PDF,,1,0,0,0
IODP 307-U1316C,IODP,307,U1316,C,North Atlantic Ocean,-11.7299,51.3757,"Apr 25, 2005","May 30, 2005",948,12,143.1,103.1,70.15,68.04073715,early to middle Miocene,sandy silt and clay,143.1,,,http://publications.iodp.org/preliminary_report/307/307PR.PDF,,1,0,0,0
IODP 307-U1317A,IODP,307,U1317,A,North Atlantic Ocean,-11.7185,51.3808,"Apr 25, 2005","May 30, 2005",815.1,18,138.8,138.8,132.12,102.2622478,early to late Miocene,silt,138.8,,,http://publications.iodp.org/preliminary_report/307/307PR.PDF,,1,0,0,0
IODP 307-U1317B,IODP,307,U1317,B,North Atlantic Ocean,-11.7182,51.3807,"Apr 25, 2005","May 30, 2005",798,17,148.2,148.2,153.55,103.4075574,early to late Miocene,silt,151.5,,,http://publications.iodp.org/preliminary_report/307/307PR.PDF,,1,0,0,0
IODP 307-U1317C,IODP,307,U1317,C,North Atlantic Ocean,-11.7179,51.3805,"Apr 25, 2005","May 30, 2005",791.7,18,153,153,159.16,103.9673203,early to late Miocene,silt,154.3,,,http://publications.iodp.org/preliminary_report/307/307PR.PDF,,1,0,0,0
IODP 307-U1317D,IODP,307,U1317,D,North Atlantic Ocean,-11.7182,51.3805,"Apr 25, 2005","May 30, 2005",794,19,270,160,101.52,63.45,early to late Miocene,silt,270,,,http://publications.iodp.org/preliminary_report/307/307PR.PDF,,1,0,0,0
IODP 307-U1317E,IODP,307,U1317,E,North Atlantic Ocean,-11.7176,51.38,"Apr 25, 2005","May 30, 2005",781.1,18,158.6,158.6,163.48,103.0769231,early to late Miocene,silt,156.6,,,http://publications.iodp.org/preliminary_report/307/307PR.PDF,,1,0,0,0
IODP 308-U1319A,IODP,308,U1319,A,Gulf of Mexico,-94.4032,27.2662,"May 30, 2005","Jul 8, 2005",1429.6,18,157.5,157.5,155.29,98.5968254,late Pleistocene,clay,155.8,,,http://publications.iodp.org/preliminary_report/308/308PR.PDF,91,1,0,1,0
IODP 308-U1319B,IODP,308,U1319,B,Gulf of Mexico,-94.4032,27.2664,"May 30, 2005","Jul 8, 2005",1430.6,1,0,0,9,N/A,late Pleistocene,clay,155.8,,,http://publications.iodp.org/preliminary_report/308/308PR.PDF,91,1,0,1,0
IODP 308-U1320A,IODP,308,U1320,A,Gulf of Mexico,-94.3876,27.3013,"May 30, 2005","Jul 8, 2005",1470,33,299.6,299.6,250.89,83.74165554,late Pleistocene,bioturbated clay,299.6,,,http://publications.iodp.org/preliminary_report/308/308PR.PDF,91,1,0,1,0
IODP 308-U1320B,IODP,308,U1320,B,Gulf of Mexico,-94.3875,27.3015,"May 30, 2005","Jul 8, 2005",1468.6,1,0,0,0,N/A,NA,,N/A,,,http://publications.iodp.org/preliminary_report/308/308PR.PDF,91,1,0,1,0
